flight_i,flight_j,gap_slots,slack_available,buffer_i_no_conn,buffer_j_no_conn,buffer_i_conn,buffer_j_conn,constraint_rhs,constraint_lhs,binding,dep_airport_j,airline_j,buf_j_change
4843,5206,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
4844,5206,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
4847,5179,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
4848,4699,1,150,18.8,30.0,15.0,30.0,150,15.0,False,PHX,Alaska Airlines Inc.,0.0
4850,5206,1,150,22.31,30.0,22.31,15.0,150,-7.31,False,DFW,American Eagle Airlines Inc.,-15.0
4852,5206,1,150,26.23,30.0,26.23,15.0,150,-11.23,False,DFW,American Eagle Airlines Inc.,-15.0
4853,5206,1,150,20.72,30.0,20.72,15.0,150,-5.72,False,DFW,American Eagle Airlines Inc.,-15.0
4854,4584,1,150,15.78,29.53,15.78,17.63,150,1.85,False,ORD,Southwest Airlines Co.,-11.900000000000002
4856,4584,1,150,11.96,29.53,11.96,17.63,150,5.66,False,ORD,Southwest Airlines Co.,-11.900000000000002
4862,3944,1,150,24.53,30.0,24.53,15.0,150,-9.53,False,IAH,United Air Lines Inc.,-15.0
4865,4889,1,150,20.54,20.93,20.54,15.0,150,-5.54,False,DEN,Skywest Airlines Inc.,-5.93
4868,4889,1,150,19.24,20.93,19.24,15.0,150,-4.24,False,DEN,Skywest Airlines Inc.,-5.93
4869,4889,1,150,20.26,20.93,20.26,15.0,150,-5.26,False,DEN,Skywest Airlines Inc.,-5.93
4870,4889,1,150,22.95,20.93,22.95,15.0,150,-7.95,False,DEN,Skywest Airlines Inc.,-5.93
4871,4889,1,150,20.0,20.93,20.0,15.0,150,-5.0,False,DEN,Skywest Airlines Inc.,-5.93
4875,4353,1,150,14.35,30.0,14.35,24.62,150,10.27,False,ORD,Delta Air Lines Inc,-5.379999999999999
4891,3944,2,330,13.31,30.0,13.31,15.0,330,1.69,False,IAH,United Air Lines Inc.,-15.0
4892,3944,1,150,24.53,30.0,24.53,15.0,150,-9.53,False,IAH,United Air Lines Inc.,-15.0
4903,4938,1,150,27.78,30.0,27.78,15.0,150,-12.78,False,FLL,American Airlines Inc.,-15.0
4921,4939,2,330,21.64,30.0,21.64,23.36,330,1.72,False,FLL,American Airlines Inc.,-6.640000000000001
4929,4939,2,330,21.1,30.0,21.1,23.36,330,2.26,False,FLL,American Airlines Inc.,-6.640000000000001
4930,4710,1,150,27.3,30.0,27.3,15.0,150,-12.3,False,AUS,Alaska Airlines Inc.,-15.0
4936,3859,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,United Air Lines Inc.,-15.0
4941,5008,2,330,19.2,30.0,19.2,16.84,330,-2.36,False,DFW,American Airlines Inc.,-13.16
4944,4938,1,150,27.49,30.0,27.49,15.0,150,-12.49,False,FLL,American Airlines Inc.,-15.0
4945,4504,2,330,27.25,30.0,27.25,15.0,330,-12.25,False,MIA,Frontier Airlines Inc.,-15.0
4958,5007,1,150,25.42,24.17,20.83,24.17,150,3.35,False,DFW,American Airlines Inc.,0.0
4959,5206,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
4961,3742,1,150,22.89,24.25,22.89,22.11,150,-0.77,False,DFW,United Air Lines Inc.,-2.1400000000000006
4964,5008,2,330,17.2,30.0,17.2,16.84,330,-0.36,False,DFW,American Airlines Inc.,-13.16
4966,5206,1,150,28.74,30.0,28.74,15.0,150,-13.74,False,DFW,American Eagle Airlines Inc.,-15.0
4967,4881,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,Skywest Airlines Inc.,-15.0
4975,5124,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MIA,American Airlines Inc.,-15.0
4977,5206,1,150,26.25,30.0,26.25,15.0,150,-11.25,False,DFW,American Eagle Airlines Inc.,-15.0
4979,5162,1,150,18.47,30.0,18.47,15.49,150,-2.98,False,DFW,American Airlines Inc.,-14.51
4981,5002,1,150,18.47,30.0,18.47,26.53,150,8.06,False,DFW,American Airlines Inc.,-3.469999999999999
4982,5155,1,150,18.65,30.0,18.65,26.35,150,7.69,False,DFW,American Airlines Inc.,-3.6499999999999986
4983,5008,2,330,20.69,30.0,20.69,16.84,330,-3.84,False,DFW,American Airlines Inc.,-13.16
4984,5206,1,150,28.74,30.0,28.74,15.0,150,-13.74,False,DFW,American Eagle Airlines Inc.,-15.0
4985,5117,2,330,26.21,30.0,26.21,15.0,330,-11.21,False,CLT,American Airlines Inc.,-15.0
4987,3846,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,EWR,United Air Lines Inc.,-15.0
4989,4834,1,150,22.82,30.0,22.82,22.18,150,-0.64,False,DFW,Skywest Airlines Inc.,-7.82
4990,5206,1,150,29.8,30.0,29.8,15.0,150,-14.8,False,DFW,American Eagle Airlines Inc.,-15.0
4992,5206,1,150,29.17,30.0,29.17,15.0,150,-14.17,False,DFW,American Eagle Airlines Inc.,-15.0
4995,5162,1,150,20.59,30.0,20.59,15.49,150,-5.1,False,DFW,American Airlines Inc.,-14.51
4996,4125,1,150,22.69,30.0,22.69,22.31,150,-0.39,False,SEA,Southwest Airlines Co.,-7.690000000000001
5011,4504,2,330,21.86,30.0,21.86,15.0,330,-6.86,False,MIA,Frontier Airlines Inc.,-15.0
5012,5206,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
5013,5182,2,330,19.08,30.0,19.08,25.92,330,6.83,False,DFW,American Eagle Airlines Inc.,-4.079999999999998
5014,5179,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
5017,5181,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
5018,5282,1,150,28.55,30.0,16.44,15.0,150,-1.44,False,DCA,PSA Airlines,-15.0
5020,4504,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MIA,Frontier Airlines Inc.,-15.0
5021,3859,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,United Air Lines Inc.,-15.0
5024,5117,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,CLT,American Airlines Inc.,-15.0
5025,4881,1,150,28.29,30.0,28.29,15.0,150,-13.29,False,DFW,Skywest Airlines Inc.,-15.0
5028,4881,1,150,29.44,30.0,29.44,15.0,150,-14.44,False,DFW,Skywest Airlines Inc.,-15.0
5029,4834,1,150,17.84,30.0,17.84,22.18,150,4.34,False,DFW,Skywest Airlines Inc.,-7.82
5032,5030,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,IAH,American Airlines Inc.,-15.0
5033,5144,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5035,4584,1,150,28.7,29.53,27.37,17.63,150,-9.75,False,ORD,Southwest Airlines Co.,-11.900000000000002
5039,5206,1,150,27.47,30.0,27.47,15.0,150,-12.47,False,DFW,American Eagle Airlines Inc.,-15.0
5041,5206,1,150,27.05,30.0,27.05,15.0,150,-12.05,False,DFW,American Eagle Airlines Inc.,-15.0
5043,3859,1,150,24.24,30.0,24.24,15.0,150,-9.24,False,ORD,United Air Lines Inc.,-15.0
5044,3846,1,150,28.14,30.0,28.14,15.0,150,-13.14,False,EWR,United Air Lines Inc.,-15.0
5046,5206,1,150,24.95,30.0,24.95,15.0,150,-9.95,False,DFW,American Eagle Airlines Inc.,-15.0
5047,5144,1,150,28.62,30.0,28.62,15.0,150,-13.62,False,DFW,American Airlines Inc.,-15.0
5050,5206,1,150,27.46,30.0,27.46,15.0,150,-12.46,False,DFW,American Eagle Airlines Inc.,-15.0
5051,4521,1,150,18.55,30.0,15.0,30.0,150,15.0,False,PHX,Frontier Airlines Inc.,0.0
5055,5206,1,150,26.51,30.0,26.51,15.0,150,-11.51,False,DFW,American Eagle Airlines Inc.,-15.0
5057,5052,2,330,19.16,30.0,15.0,30.0,330,15.0,False,DFW,American Airlines Inc.,0.0
5058,4881,1,150,26.76,30.0,26.76,15.0,150,-11.76,False,DFW,Skywest Airlines Inc.,-15.0
5059,5117,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,CLT,American Airlines Inc.,-15.0
5060,5206,1,150,27.35,30.0,27.35,15.0,150,-12.35,False,DFW,American Eagle Airlines Inc.,-15.0
5065,4454,1,150,22.4,29.47,22.4,15.0,150,-7.4,False,LGA,Republic Airways,-14.469999999999999
5068,5000,1,150,27.9,30.0,27.9,17.1,150,-10.8,False,DFW,American Airlines Inc.,-12.899999999999999
5069,5008,2,330,25.19,30.0,25.19,16.84,330,-8.34,False,DFW,American Airlines Inc.,-13.16
5072,5206,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
5080,5206,1,150,27.35,30.0,27.35,15.0,150,-12.35,False,DFW,American Eagle Airlines Inc.,-15.0
5088,3856,1,150,20.64,30.0,19.52,25.48,150,5.96,False,DFW,United Air Lines Inc.,-4.52
5093,5144,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5097,4439,1,150,24.18,25.26,24.18,20.82,150,-3.35,False,LGA,Republic Airways,-4.440000000000001
5099,3772,1,150,18.69,25.35,18.69,25.35,150,6.66,False,MIA,United Air Lines Inc.,0.0
5100,5182,1,150,28.95,30.0,19.08,25.92,150,6.83,False,DFW,American Eagle Airlines Inc.,-4.079999999999998
5106,4834,1,150,18.03,30.0,18.03,22.18,150,4.15,False,DFW,Skywest Airlines Inc.,-7.82
5107,5144,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5109,4664,1,150,25.88,29.98,25.88,19.12,150,-6.76,False,MCO,Southwest Airlines Co.,-10.86
5110,3859,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,United Air Lines Inc.,-15.0
5112,5206,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
5113,4881,1,150,28.8,30.0,28.8,15.0,150,-13.8,False,DFW,Skywest Airlines Inc.,-15.0
5115,5144,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5119,4881,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,Skywest Airlines Inc.,-15.0
5120,4584,1,150,18.68,29.53,18.68,17.63,150,-1.05,False,ORD,Southwest Airlines Co.,-11.900000000000002
5128,4444,1,150,29.04,30.0,29.04,15.96,150,-13.09,False,JFK,Republic Airways,-14.04
5132,4889,1,150,24.77,20.93,24.77,15.0,150,-9.77,False,DEN,Skywest Airlines Inc.,-5.93
5139,3859,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,United Air Lines Inc.,-15.0
5142,4881,1,150,28.35,30.0,28.35,15.0,150,-13.35,False,DFW,Skywest Airlines Inc.,-15.0
5147,4504,1,150,27.59,30.0,27.59,15.0,150,-12.59,False,MIA,Frontier Airlines Inc.,-15.0
5150,4881,1,150,28.56,30.0,28.56,15.0,150,-13.56,False,DFW,Skywest Airlines Inc.,-15.0
5153,5118,1,150,30.0,30.0,22.6,22.4,150,-0.2,False,DFW,American Airlines Inc.,-7.600000000000001
5154,5153,1,150,22.4,30.0,22.4,22.6,150,0.2,False,BWI,American Airlines Inc.,-7.399999999999999
5161,5008,2,330,27.6,30.0,27.6,16.84,330,-10.75,False,DFW,American Airlines Inc.,-13.16
5163,4881,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,Skywest Airlines Inc.,-15.0
5164,5144,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5171,5144,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5172,5067,2,330,20.69,30.0,15.0,30.0,330,15.0,False,DFW,American Airlines Inc.,0.0
5176,5178,1,150,24.15,30.0,15.0,30.0,150,15.0,False,MIA,American Eagle Airlines Inc.,0.0
5177,5206,1,150,29.42,30.0,29.42,15.0,150,-14.42,False,DFW,American Eagle Airlines Inc.,-15.0
5178,4710,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,AUS,Alaska Airlines Inc.,-15.0
5184,5006,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MIA,American Airlines Inc.,-15.0
5185,5006,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MIA,American Airlines Inc.,-15.0
5186,4584,1,150,27.37,29.53,27.37,17.63,150,-9.75,False,ORD,Southwest Airlines Co.,-11.900000000000002
5188,4881,1,150,28.0,30.0,28.0,15.0,150,-13.0,False,DFW,Skywest Airlines Inc.,-15.0
5190,5009,1,150,23.68,30.0,15.0,30.0,150,15.0,False,DFW,American Airlines Inc.,0.0
5192,4881,1,150,25.8,30.0,25.8,15.0,150,-10.8,False,DFW,Skywest Airlines Inc.,-15.0
5193,5206,1,150,23.52,30.0,23.52,15.0,150,-8.52,False,DFW,American Eagle Airlines Inc.,-15.0
5194,5206,1,150,29.31,30.0,29.31,15.0,150,-14.31,False,DFW,American Eagle Airlines Inc.,-15.0
5195,4504,1,150,28.03,30.0,28.03,15.0,150,-13.03,False,MIA,Frontier Airlines Inc.,-15.0
5199,5206,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
5201,4584,1,150,27.0,29.53,27.0,17.63,150,-9.38,False,ORD,Southwest Airlines Co.,-11.900000000000002
5207,4834,1,150,26.77,30.0,22.82,22.18,150,-0.64,False,DFW,Skywest Airlines Inc.,-7.82
5211,4353,1,150,20.38,30.0,20.38,24.62,150,4.23,False,ORD,Delta Air Lines Inc,-5.379999999999999
5212,4584,1,150,20.37,29.53,20.37,17.63,150,-2.74,False,ORD,Southwest Airlines Co.,-11.900000000000002
5216,4504,2,330,17.3,30.0,17.3,15.0,330,-2.3,False,MIA,Frontier Airlines Inc.,-15.0
5217,5282,1,150,29.44,30.0,29.44,15.0,150,-14.44,False,DCA,PSA Airlines,-15.0
5218,5162,1,150,27.79,30.0,27.79,15.49,150,-12.3,False,DFW,American Airlines Inc.,-14.51
5222,5181,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
5223,5002,1,150,22.06,30.0,18.47,26.53,150,8.06,False,DFW,American Airlines Inc.,-3.469999999999999
5225,4584,1,150,20.48,29.53,20.48,17.63,150,-2.85,False,ORD,Southwest Airlines Co.,-11.900000000000002
5226,5206,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
5231,4444,1,150,28.86,30.0,28.86,15.96,150,-12.9,False,JFK,Republic Airways,-14.04
5232,5018,1,150,28.56,28.55,28.56,16.44,150,-12.13,False,ATL,American Airlines Inc.,-12.11
5235,5241,1,150,22.62,30.0,22.62,15.0,150,-7.62,False,ATL,Endeavor Air,-15.0
5246,4039,2,330,26.51,28.05,26.51,18.49,330,-8.02,False,RDU,Southwest Airlines Co.,-9.560000000000002
5252,4454,1,150,24.48,29.47,24.48,15.0,150,-9.48,False,LGA,Republic Airways,-14.469999999999999
5255,4439,1,150,29.54,25.26,24.18,20.82,150,-3.35,False,LGA,Republic Airways,-4.440000000000001
5256,4368,1,150,28.49,30.0,15.0,30.0,150,15.0,False,LGA,Delta Air Lines Inc,0.0
5271,5206,1,150,20.73,30.0,20.73,15.0,150,-5.73,False,DFW,American Eagle Airlines Inc.,-15.0
5272,5282,1,150,21.47,30.0,21.47,15.0,150,-6.47,False,DCA,PSA Airlines,-15.0
5273,5076,2,330,15.76,30.0,15.76,29.24,330,13.47,False,PHL,American Airlines Inc.,-0.7600000000000016
5274,5008,2,330,12.82,30.0,12.82,16.84,330,4.02,False,DFW,American Airlines Inc.,-13.16
5286,5282,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DCA,PSA Airlines,-15.0
5302,5076,2,330,16.82,30.0,15.76,29.24,330,13.47,False,PHL,American Airlines Inc.,-0.7600000000000016
5311,5038,2,330,17.95,30.0,15.0,30.0,330,15.0,False,CLT,American Airlines Inc.,0.0
5327,5655,1,150,30.0,30.0,15.0,30.0,150,15.0,False,LAX,Delta Air Lines Inc,0.0
5330,5470,1,150,24.96,30.0,24.96,15.0,150,-9.96,False,MIA,American Airlines Inc.,-15.0
5336,5739,1,150,28.13,27.82,17.18,27.82,150,10.64,False,LGA,Delta Air Lines Inc,0.0
5340,5485,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5344,6482,1,150,29.15,30.0,29.15,15.0,150,-14.15,False,ORD,United Air Lines Inc.,-15.0
5347,6045,3,510,19.71,28.14,19.71,15.0,510,-4.71,False,MIA,Southwest Airlines Co.,-13.14
5359,5358,1,150,25.73,28.15,16.85,28.15,150,11.31,False,CLT,American Airlines Inc.,0.0
5363,6130,1,150,22.15,30.0,22.15,22.85,150,0.7,False,IAH,Republic Airways,-7.149999999999999
5367,5485,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5369,5485,2,330,21.89,30.0,21.89,15.0,330,-6.89,False,DFW,American Airlines Inc.,-15.0
5371,5679,1,150,24.17,30.0,24.17,19.23,150,-4.94,False,STT,Delta Air Lines Inc,-10.77
5373,5630,1,150,25.94,30.0,25.94,15.0,150,-10.94,False,MCO,JetBlue Airways,-15.0
5375,5757,2,330,21.4,30.0,21.4,15.0,330,-6.4,False,MCO,Frontier Airlines Inc.,-15.0
5376,5400,2,330,19.69,30.0,15.0,30.0,330,15.0,False,DFW,American Airlines Inc.,0.0
5377,5626,1,150,29.2,30.0,29.2,15.0,150,-14.2,False,MCO,JetBlue Airways,-15.0
5392,5483,1,150,22.92,30.0,22.92,22.08,150,-0.84,False,SDF,American Airlines Inc.,-7.920000000000002
5395,5794,1,150,28.1,30.0,15.0,15.0,150,0.0,False,DFW,American Eagle Airlines Inc.,-15.0
5396,6482,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,United Air Lines Inc.,-15.0
5398,5485,1,150,29.5,30.0,29.5,15.0,150,-14.5,False,DFW,American Airlines Inc.,-15.0
5399,6045,2,330,30.0,28.14,30.0,15.0,330,-15.0,False,MIA,Southwest Airlines Co.,-13.14
5402,5485,1,150,29.82,30.0,29.82,15.0,150,-14.82,False,DFW,American Airlines Inc.,-15.0
5418,5467,2,330,19.6,30.0,15.0,30.0,330,15.0,False,PHX,American Airlines Inc.,0.0
5426,5630,1,150,24.44,30.0,24.44,15.0,150,-9.44,False,MCO,JetBlue Airways,-15.0
5428,5510,2,330,20.41,30.0,18.55,26.45,330,7.89,False,MIA,American Airlines Inc.,-3.5500000000000007
5432,5390,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5437,5872,1,150,22.62,21.94,22.62,21.94,150,-0.68,False,DFW,Spirit Air Lines,0.0
5440,5755,1,150,19.13,30.0,15.0,30.0,150,15.0,False,DFW,Frontier Airlines Inc.,0.0
5441,5630,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
5442,5626,1,150,28.84,30.0,28.84,15.0,150,-13.84,False,MCO,JetBlue Airways,-15.0
5443,6072,1,150,30.0,26.06,18.94,26.06,150,7.12,False,PHX,Southwest Airlines Co.,0.0
5445,6385,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,United Air Lines Inc.,-15.0
5447,6385,1,150,28.0,30.0,28.0,15.0,150,-13.0,False,ORD,United Air Lines Inc.,-15.0
5457,5794,2,330,24.26,30.0,24.26,15.0,330,-9.26,False,DFW,American Eagle Airlines Inc.,-15.0
5476,6045,2,330,29.84,28.14,29.84,15.0,330,-14.84,False,MIA,Southwest Airlines Co.,-13.14
5477,5630,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
5478,5626,1,150,29.84,30.0,29.84,15.0,150,-14.84,False,MCO,JetBlue Airways,-15.0
5479,5757,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,Frontier Airlines Inc.,-15.0
5480,5485,1,150,25.43,30.0,25.43,15.0,150,-10.43,False,DFW,American Airlines Inc.,-15.0
5482,6145,1,150,21.44,22.95,21.44,22.95,150,1.5,False,EYW,Republic Airways,0.0
5487,6045,3,510,25.93,28.14,25.93,15.0,510,-10.93,False,MIA,Southwest Airlines Co.,-13.14
5500,5485,1,150,27.07,30.0,27.07,15.0,150,-12.07,False,DFW,American Airlines Inc.,-15.0
5501,5690,1,150,26.61,30.0,15.0,30.0,150,15.0,False,LAX,Delta Air Lines Inc,0.0
5508,5652,1,150,30.0,30.0,15.0,30.0,150,15.0,False,ATL,Delta Air Lines Inc,0.0
5511,5470,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MIA,American Airlines Inc.,-15.0
5516,6305,1,150,25.2,25.6,25.2,19.8,150,-5.39,False,DEN,Skywest Airlines Inc.,-5.800000000000001
5520,6385,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,United Air Lines Inc.,-15.0
5529,5485,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5530,6482,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,United Air Lines Inc.,-15.0
5533,6385,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,United Air Lines Inc.,-15.0
5535,5485,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5538,5388,2,330,20.71,30.0,15.0,30.0,330,15.0,False,DFW,American Airlines Inc.,0.0
5540,5470,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MIA,American Airlines Inc.,-15.0
5548,5462,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5573,5757,2,330,18.24,30.0,18.24,15.0,330,-3.24,False,MCO,Frontier Airlines Inc.,-15.0
5574,5757,2,330,18.66,30.0,18.66,15.0,330,-3.66,False,MCO,Frontier Airlines Inc.,-15.0
5583,5647,1,150,26.24,30.0,15.0,30.0,150,15.0,False,SAN,JetBlue Airways,0.0
5588,5757,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,Frontier Airlines Inc.,-15.0
5593,5334,2,330,27.83,30.0,27.83,17.17,330,-10.66,False,MSY,American Airlines Inc.,-12.829999999999998
5597,5470,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MIA,American Airlines Inc.,-15.0
5600,5626,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
5602,5630,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
5604,5630,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
5606,5630,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
5607,5757,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,Frontier Airlines Inc.,-15.0
5615,5630,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
5617,5630,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
5622,5757,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,Frontier Airlines Inc.,-15.0
5628,5757,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,Frontier Airlines Inc.,-15.0
5638,5395,1,150,30.0,28.1,30.0,15.0,150,-15.0,False,LAX,American Airlines Inc.,-13.100000000000001
5645,5757,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,Frontier Airlines Inc.,-15.0
5661,6343,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DEN,United Air Lines Inc.,-15.0
5664,6117,1,150,30.0,23.19,30.0,15.0,150,-15.0,False,DEN,Southwest Airlines Co.,-8.190000000000001
5666,6527,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,IAH,United Air Lines Inc.,-15.0
5674,5757,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,Frontier Airlines Inc.,-15.0
5675,6527,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,IAH,United Air Lines Inc.,-15.0
5677,5757,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,Frontier Airlines Inc.,-15.0
5678,5679,1,150,25.77,30.0,25.77,19.23,150,-6.54,False,STT,Delta Air Lines Inc,-10.77
5679,5550,1,150,30.0,27.71,19.23,25.77,150,6.54,False,ATL,Alaska Airlines Inc.,-1.9400000000000013
5685,5334,2,330,27.13,30.0,27.13,17.17,330,-9.96,False,MSY,American Airlines Inc.,-12.829999999999998
5692,5485,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5694,5630,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,MCO,JetBlue Airways,-15.0
5696,5485,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5701,6130,1,150,30.0,30.0,22.15,22.85,150,0.7,False,IAH,Republic Airways,-7.149999999999999
5703,5794,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
5714,5470,2,330,27.39,30.0,27.39,15.0,330,-12.39,False,MIA,American Airlines Inc.,-15.0
5727,6343,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DEN,United Air Lines Inc.,-15.0
5732,5626,1,150,29.27,30.0,29.27,15.0,150,-14.27,False,MCO,JetBlue Airways,-15.0
5733,6524,1,150,30.0,30.0,28.79,16.21,150,-12.58,False,IAH,United Air Lines Inc.,-13.79
5736,5630,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
5737,6527,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,IAH,United Air Lines Inc.,-15.0
5739,5630,1,150,27.82,30.0,27.82,15.0,150,-12.82,False,MCO,JetBlue Airways,-15.0
5741,5334,2,330,25.08,30.0,25.08,17.17,330,-7.91,False,MSY,American Airlines Inc.,-12.829999999999998
5747,6191,1,150,30.0,24.76,30.0,15.0,150,-15.0,False,DFW,Skywest Airlines Inc.,-9.760000000000002
5751,5630,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
5754,5956,1,150,30.0,22.18,30.0,15.0,150,-15.0,False,BWI,Southwest Airlines Co.,-7.18
5755,5626,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
5756,5757,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,Frontier Airlines Inc.,-15.0
5759,5909,1,150,28.53,22.46,28.53,16.47,150,-12.06,False,SJU,Southwest Airlines Co.,-5.990000000000002
5763,5485,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Airlines Inc.,-15.0
5764,5485,2,330,29.99,30.0,29.99,15.0,330,-14.99,False,DFW,American Airlines Inc.,-15.0
5780,5483,1,150,18.83,30.0,18.83,22.08,150,3.25,False,SDF,American Airlines Inc.,-7.920000000000002
5789,5483,1,150,18.77,30.0,18.77,22.08,150,3.31,False,SDF,American Airlines Inc.,-7.920000000000002
5793,6045,3,510,23.33,28.14,23.33,15.0,510,-8.33,False,MIA,Southwest Airlines Co.,-13.14
5796,6382,1,150,28.02,30.0,15.0,30.0,150,15.0,False,ORD,United Air Lines Inc.,0.0
5819,6188,1,150,26.14,20.29,24.71,20.29,150,-4.42,False,DCA,PSA Airlines,0.0
