flight_i,flight_j,gap_slots,slack_available,buffer_i_no_conn,buffer_j_no_conn,buffer_i_conn,buffer_j_conn,constraint_rhs,constraint_lhs,binding,dep_airport_j,airline_j,buf_j_change
3875,4889,1,150,22.62,20.93,22.62,15.0,150,-7.62,False,DEN,Skywest Airlines Inc.,-5.93
3876,4889,1,150,27.06,20.93,27.06,15.0,150,-12.06,False,DEN,Skywest Airlines Inc.,-5.93
3877,4889,1,150,23.1,20.93,23.1,15.0,150,-8.1,False,DEN,Skywest Airlines Inc.,-5.93
3878,4889,1,150,29.63,20.93,27.56,15.0,150,-12.56,False,DEN,Skywest Airlines Inc.,-5.93
3879,4889,1,150,23.48,20.93,23.48,15.0,150,-8.48,False,DEN,Skywest Airlines Inc.,-5.93
3881,5206,1,150,23.31,30.0,23.31,15.0,150,-8.31,False,DFW,American Eagle Airlines Inc.,-15.0
3882,3859,1,150,29.35,30.0,29.35,15.0,150,-14.35,False,ORD,United Air Lines Inc.,-15.0
3883,3859,1,150,22.8,30.0,22.8,15.0,150,-7.8,False,ORD,United Air Lines Inc.,-15.0
3884,4584,1,150,12.11,29.53,12.11,17.63,150,5.52,False,ORD,Southwest Airlines Co.,-11.900000000000002
3885,4584,1,150,12.94,29.53,12.94,17.63,150,4.69,False,ORD,Southwest Airlines Co.,-11.900000000000002
3886,5206,1,150,22.51,30.0,22.51,15.0,150,-7.51,False,DFW,American Eagle Airlines Inc.,-15.0
3887,4584,1,150,12.18,29.53,12.18,17.63,150,5.44,False,ORD,Southwest Airlines Co.,-11.900000000000002
3890,3911,1,150,13.46,30.0,13.46,30.0,150,16.54,False,DEN,United Air Lines Inc.,0.0
3898,4217,1,150,11.55,30.0,11.55,30.0,150,18.45,False,DEN,Skywest Airlines Inc.,0.0
3901,4217,1,150,13.32,30.0,13.32,30.0,150,16.68,False,DEN,Skywest Airlines Inc.,0.0
3914,4136,1,150,12.23,30.0,12.23,15.0,150,2.77,False,DEN,Southwest Airlines Co.,-15.0
3920,4217,1,150,10.9,30.0,10.9,30.0,150,19.1,False,DEN,Skywest Airlines Inc.,0.0
3922,4217,1,150,14.73,30.0,14.73,30.0,150,15.27,False,DEN,Skywest Airlines Inc.,0.0
3925,4192,1,150,12.09,30.0,12.09,30.0,150,17.91,False,DEN,Skywest Airlines Inc.,0.0
3934,4778,1,150,16.98,30.0,16.98,18.64,150,1.66,False,PBI,JetBlue Airways,-11.36
3940,3944,2,330,12.08,30.0,12.08,15.0,330,2.92,False,IAH,United Air Lines Inc.,-15.0
3941,5162,1,150,11.65,30.0,11.65,15.49,150,3.84,False,DFW,American Airlines Inc.,-14.51
3943,3944,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,IAH,United Air Lines Inc.,-15.0
3945,4487,1,150,12.01,19.09,12.01,19.09,150,7.08,False,EWR,Republic Airways,0.0
3946,3944,2,330,13.36,30.0,13.36,15.0,330,1.64,False,IAH,United Air Lines Inc.,-15.0
3948,3944,1,150,22.74,30.0,22.74,15.0,150,-7.74,False,IAH,United Air Lines Inc.,-15.0
3949,3944,1,150,22.12,30.0,22.12,15.0,150,-7.12,False,IAH,United Air Lines Inc.,-15.0
3950,3944,1,150,22.6,30.0,22.6,15.0,150,-7.6,False,IAH,United Air Lines Inc.,-15.0
3951,3944,2,330,11.36,30.0,11.36,15.0,330,3.64,False,IAH,United Air Lines Inc.,-15.0
3952,3944,2,330,11.87,30.0,11.87,15.0,330,3.13,False,IAH,United Air Lines Inc.,-15.0
3954,3944,1,150,24.67,30.0,24.67,15.0,150,-9.67,False,IAH,United Air Lines Inc.,-15.0
3955,3944,1,150,25.6,30.0,25.6,15.0,150,-10.6,False,IAH,United Air Lines Inc.,-15.0
3956,3944,1,150,22.74,30.0,22.74,15.0,150,-7.74,False,IAH,United Air Lines Inc.,-15.0
3960,3944,1,150,24.64,30.0,24.64,15.0,150,-9.64,False,IAH,United Air Lines Inc.,-15.0
3962,3944,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,IAH,United Air Lines Inc.,-15.0
3964,4353,1,150,13.55,30.0,13.55,24.62,150,11.06,False,ORD,Delta Air Lines Inc,-5.379999999999999
3965,4353,1,150,17.36,30.0,17.36,24.62,150,7.25,False,ORD,Delta Air Lines Inc,-5.379999999999999
3966,4353,1,150,11.93,30.0,11.93,24.62,150,12.69,False,ORD,Delta Air Lines Inc,-5.379999999999999
3968,4353,1,150,18.56,30.0,18.56,24.62,150,6.06,False,ORD,Delta Air Lines Inc,-5.379999999999999
3972,3846,1,150,23.71,30.0,23.71,15.0,150,-8.71,False,EWR,United Air Lines Inc.,-15.0
3974,3774,3,510,18.73,10.34,18.73,10.34,510,-8.39,False,LAX,United Air Lines Inc.,0.0
3993,4604,1,150,14.68,22.63,14.68,22.63,150,7.94,False,LAS,Southwest Airlines Co.,0.0
3995,4889,1,150,21.9,20.93,21.9,15.0,150,-6.9,False,DEN,Skywest Airlines Inc.,-5.93
4005,3715,2,330,14.71,26.04,14.71,26.04,330,11.33,False,LAX,United Air Lines Inc.,0.0
4006,4353,1,150,14.04,30.0,14.04,24.62,150,10.58,False,ORD,Delta Air Lines Inc,-5.379999999999999
4014,4778,1,150,18.81,30.0,18.81,18.64,150,-0.17,False,PBI,JetBlue Airways,-11.36
4018,5162,1,150,13.49,30.0,13.49,15.49,150,2.0,False,DFW,American Airlines Inc.,-14.51
4024,5241,1,150,11.89,30.0,11.89,15.0,150,3.11,False,ATL,Endeavor Air,-15.0
4052,4670,1,150,22.11,28.27,16.73,28.27,150,11.54,False,BUR,Alaska Airlines Inc.,0.0
4057,4056,1,150,15.01,20.19,15.01,20.19,150,5.18,False,DAL,Southwest Airlines Co.,0.0
4070,4328,1,150,30.0,30.0,15.0,30.0,150,15.0,False,DEN,Delta Air Lines Inc,0.0
4072,3746,1,150,25.79,30.0,25.79,15.0,150,-10.79,False,DEN,United Air Lines Inc.,-15.0
4074,3746,1,150,19.55,30.0,19.55,15.0,150,-4.55,False,DEN,United Air Lines Inc.,-15.0
4076,3746,1,150,20.4,30.0,20.4,15.0,150,-5.4,False,DEN,United Air Lines Inc.,-15.0
4078,4382,1,150,17.0,30.0,15.0,30.0,150,15.0,False,DEN,Delta Air Lines Inc,0.0
4080,3746,1,150,25.95,30.0,25.95,15.0,150,-10.95,False,DEN,United Air Lines Inc.,-15.0
4082,3746,1,150,19.44,30.0,19.44,15.0,150,-4.44,False,DEN,United Air Lines Inc.,-15.0
4083,3746,1,150,20.88,30.0,20.88,15.0,150,-5.88,False,DEN,United Air Lines Inc.,-15.0
4085,3746,1,150,18.82,30.0,18.82,15.0,150,-3.82,False,DEN,United Air Lines Inc.,-15.0
4086,3746,1,150,21.17,30.0,21.17,15.0,150,-6.17,False,DEN,United Air Lines Inc.,-15.0
4088,5084,2,330,14.91,30.0,14.91,30.0,330,15.09,False,MIA,American Airlines Inc.,0.0
4097,4671,1,150,12.08,27.23,12.08,20.18,150,8.1,False,BUR,Alaska Airlines Inc.,-7.050000000000001
4099,4096,2,330,21.25,12.34,21.25,12.34,330,-8.91,False,LAS,Southwest Airlines Co.,0.0
4105,4107,1,150,21.67,30.0,20.75,24.25,150,3.5,False,MDW,Southwest Airlines Co.,-5.75
4109,4107,1,150,20.75,30.0,20.75,24.25,150,3.5,False,MDW,Southwest Airlines Co.,-5.75
4111,4353,1,150,13.4,30.0,13.4,24.62,150,11.21,False,ORD,Delta Air Lines Inc,-5.379999999999999
4123,4502,1,150,15.11,30.0,15.11,29.89,150,14.77,False,PHX,Frontier Airlines Inc.,-0.10999999999999943
4126,4704,1,150,30.0,30.0,15.0,30.0,150,15.0,False,LIH,Alaska Airlines Inc.,0.0
4129,4217,1,150,14.06,30.0,14.06,30.0,150,15.94,False,DEN,Skywest Airlines Inc.,0.0
4136,4250,1,150,30.0,30.0,15.0,30.0,150,15.0,False,MSP,Skywest Airlines Inc.,0.0
4139,4217,1,150,13.22,30.0,13.22,30.0,150,16.78,False,DEN,Skywest Airlines Inc.,0.0
4141,4151,1,150,22.51,30.0,22.51,22.49,150,-0.03,False,MDW,Southwest Airlines Co.,-7.510000000000002
4142,4149,1,150,16.68,23.94,16.68,23.94,150,7.25,False,MDW,Southwest Airlines Co.,0.0
4146,4151,1,150,21.02,30.0,21.02,22.49,150,1.47,False,MDW,Southwest Airlines Co.,-7.510000000000002
4147,4217,1,150,13.34,30.0,13.34,30.0,150,16.66,False,DEN,Skywest Airlines Inc.,0.0
4148,4151,1,150,21.14,30.0,21.14,22.49,150,1.35,False,MDW,Southwest Airlines Co.,-7.510000000000002
4152,4151,1,150,21.83,30.0,21.83,22.49,150,0.66,False,MDW,Southwest Airlines Co.,-7.510000000000002
4157,4217,1,150,14.22,30.0,14.22,30.0,150,15.78,False,DEN,Skywest Airlines Inc.,0.0
4159,3911,1,150,11.86,30.0,11.86,30.0,150,18.14,False,DEN,United Air Lines Inc.,0.0
4160,4217,1,150,11.86,30.0,11.86,30.0,150,18.14,False,DEN,Skywest Airlines Inc.,0.0
4162,4217,1,150,11.41,30.0,11.41,30.0,150,18.59,False,DEN,Skywest Airlines Inc.,0.0
4164,3746,1,150,21.42,30.0,21.42,15.0,150,-6.42,False,DEN,United Air Lines Inc.,-15.0
4166,3746,1,150,19.21,30.0,19.21,15.0,150,-4.21,False,DEN,United Air Lines Inc.,-15.0
4167,3746,1,150,21.54,30.0,21.54,15.0,150,-6.54,False,DEN,United Air Lines Inc.,-15.0
4168,3746,1,150,20.41,30.0,20.41,15.0,150,-5.41,False,DEN,United Air Lines Inc.,-15.0
4169,3746,1,150,19.86,30.0,19.86,15.0,150,-4.86,False,DEN,United Air Lines Inc.,-15.0
4170,4584,1,150,11.48,29.53,11.48,17.63,150,6.15,False,ORD,Southwest Airlines Co.,-11.900000000000002
4172,5206,1,150,20.37,30.0,20.37,15.0,150,-5.37,False,DFW,American Eagle Airlines Inc.,-15.0
4173,3859,1,150,20.27,30.0,20.27,15.0,150,-5.27,False,ORD,United Air Lines Inc.,-15.0
4174,3859,1,150,25.61,30.0,25.61,15.0,150,-10.61,False,ORD,United Air Lines Inc.,-15.0
4175,4584,1,150,19.93,29.53,19.93,17.63,150,-2.3,False,ORD,Southwest Airlines Co.,-11.900000000000002
4184,4889,1,150,20.62,20.93,20.62,15.0,150,-5.62,False,DEN,Skywest Airlines Inc.,-5.93
4193,5039,1,150,11.48,27.47,11.48,27.47,150,16.0,False,DEN,American Airlines Inc.,0.0
4194,4584,1,150,12.38,29.53,12.38,17.63,150,5.25,False,ORD,Southwest Airlines Co.,-11.900000000000002
4199,3746,1,150,19.22,30.0,19.22,15.0,150,-4.22,False,DEN,United Air Lines Inc.,-15.0
4200,3746,1,150,17.98,30.0,17.98,15.0,150,-2.98,False,DEN,United Air Lines Inc.,-15.0
4201,3746,1,150,18.88,30.0,18.88,15.0,150,-3.88,False,DEN,United Air Lines Inc.,-15.0
4202,3746,1,150,17.72,30.0,17.72,15.0,150,-2.72,False,DEN,United Air Lines Inc.,-15.0
4203,3746,1,150,19.78,30.0,19.78,15.0,150,-4.78,False,DEN,United Air Lines Inc.,-15.0
4207,3944,1,150,19.33,30.0,19.33,15.0,150,-4.33,False,IAH,United Air Lines Inc.,-15.0
4209,3944,2,330,13.72,30.0,13.72,15.0,330,1.28,False,IAH,United Air Lines Inc.,-15.0
4220,4217,1,150,12.32,30.0,12.32,30.0,150,17.68,False,DEN,Skywest Airlines Inc.,0.0
4223,3746,1,150,20.25,30.0,20.25,15.0,150,-5.25,False,DEN,United Air Lines Inc.,-15.0
4224,3746,1,150,20.53,30.0,20.53,15.0,150,-5.53,False,DEN,United Air Lines Inc.,-15.0
4231,4151,1,150,25.87,30.0,22.51,22.49,150,-0.03,False,MDW,Southwest Airlines Co.,-7.510000000000002
4234,4582,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MDW,Southwest Airlines Co.,-15.0
4235,4582,1,150,19.64,30.0,19.64,15.0,150,-4.64,False,MDW,Southwest Airlines Co.,-15.0
4236,4255,1,150,16.11,30.0,15.0,30.0,150,15.0,False,ATL,Delta Air Lines Inc,0.0
4237,5241,1,150,18.69,30.0,18.69,15.0,150,-3.69,False,ATL,Endeavor Air,-15.0
4254,5206,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
4266,4287,2,330,27.78,30.0,27.78,17.22,330,-10.56,False,SLC,Delta Air Lines Inc,-12.780000000000001
4267,5008,2,330,28.16,30.0,28.16,16.84,330,-11.31,False,DFW,American Airlines Inc.,-13.16
4270,5162,1,150,29.51,30.0,29.51,15.49,150,-14.02,False,DFW,American Airlines Inc.,-14.51
4271,3746,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DEN,United Air Lines Inc.,-15.0
4275,4710,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,AUS,Alaska Airlines Inc.,-15.0
4276,5241,1,150,28.17,30.0,28.17,15.0,150,-13.17,False,ATL,Endeavor Air,-15.0
4283,3944,2,330,23.21,30.0,23.21,15.0,330,-8.21,False,IAH,United Air Lines Inc.,-15.0
4284,4334,1,150,30.0,30.0,15.0,30.0,150,15.0,False,MSP,Delta Air Lines Inc,0.0
4286,3859,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,United Air Lines Inc.,-15.0
4291,5206,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
4292,4584,1,150,23.71,29.53,23.71,17.63,150,-6.09,False,ORD,Southwest Airlines Co.,-11.900000000000002
4297,5241,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
4302,3944,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,IAH,United Air Lines Inc.,-15.0
4304,5206,1,150,28.43,30.0,28.43,15.0,150,-13.43,False,DFW,American Eagle Airlines Inc.,-15.0
4308,4125,1,150,29.07,30.0,22.69,22.31,150,-0.39,False,SEA,Southwest Airlines Co.,-7.690000000000001
4310,5008,2,330,24.31,30.0,24.31,16.84,330,-7.47,False,DFW,American Airlines Inc.,-13.16
4311,4323,1,150,30.0,28.88,30.0,15.0,150,-15.0,False,ATL,Delta Air Lines Inc,-13.879999999999999
4312,3746,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DEN,United Air Lines Inc.,-15.0
4314,4380,1,150,25.27,30.0,15.0,30.0,150,15.0,False,DTW,Delta Air Lines Inc,0.0
4316,4763,1,150,26.52,30.0,26.52,18.01,150,-8.52,False,JFK,JetBlue Airways,-11.989999999999998
4317,4752,1,150,30.0,30.0,15.0,30.0,150,15.0,False,JFK,JetBlue Airways,0.0
4319,4342,1,150,30.0,29.44,30.0,15.0,150,-15.0,False,SLC,Delta Air Lines Inc,-14.440000000000001
4324,3984,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Spirit Air Lines,-15.0
4326,4889,1,150,30.0,20.93,30.0,15.0,150,-15.0,False,DEN,Skywest Airlines Inc.,-5.93
4330,5206,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
4331,4938,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,FLL,American Airlines Inc.,-15.0
4332,4778,1,150,24.67,30.0,24.67,18.64,150,-6.03,False,PBI,JetBlue Airways,-11.36
4337,4295,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MSP,Delta Air Lines Inc,-15.0
4338,3746,1,150,28.45,30.0,28.45,15.0,150,-13.45,False,DEN,United Air Lines Inc.,-15.0
4343,5241,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
4346,3746,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DEN,United Air Lines Inc.,-15.0
4348,5241,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
4351,3944,2,330,25.48,30.0,25.48,15.0,330,-10.48,False,IAH,United Air Lines Inc.,-15.0
4354,4353,1,150,25.63,30.0,20.38,24.62,150,4.23,False,ORD,Delta Air Lines Inc,-5.379999999999999
4359,4778,1,150,26.07,30.0,26.07,18.64,150,-7.43,False,PBI,JetBlue Airways,-11.36
4361,3846,2,330,27.89,30.0,27.89,15.0,330,-12.89,False,EWR,United Air Lines Inc.,-15.0
4363,3944,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,IAH,United Air Lines Inc.,-15.0
4364,5030,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,IAH,American Airlines Inc.,-15.0
4367,4808,1,150,30.0,30.0,15.0,30.0,150,15.0,False,MCO,JetBlue Airways,0.0
4370,5241,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
4375,3990,1,150,25.63,21.82,23.18,21.82,150,-1.36,False,MCO,Spirit Air Lines,0.0
4381,4763,1,150,28.36,30.0,26.99,18.01,150,-8.99,False,JFK,JetBlue Airways,-11.989999999999998
4384,4034,2,330,26.86,30.0,15.0,30.0,330,15.0,False,MIA,Southwest Airlines Co.,0.0
4388,5241,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
4391,3944,2,330,27.26,30.0,27.26,15.0,330,-12.26,False,IAH,United Air Lines Inc.,-15.0
4392,5241,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
4394,4504,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MIA,Frontier Airlines Inc.,-15.0
4395,5241,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
4406,3846,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,EWR,United Air Lines Inc.,-15.0
4417,4353,1,150,13.36,30.0,13.36,24.62,150,11.26,False,ORD,Delta Air Lines Inc,-5.379999999999999
4418,4584,1,150,12.22,29.53,12.22,17.63,150,5.41,False,ORD,Southwest Airlines Co.,-11.900000000000002
4419,4454,1,150,17.34,29.47,17.34,15.0,150,-2.34,False,LGA,Republic Airways,-14.469999999999999
4420,3944,2,330,10.26,30.0,10.26,15.0,330,4.74,False,IAH,United Air Lines Inc.,-15.0
4441,5282,1,150,21.27,30.0,21.27,15.0,150,-6.27,False,DCA,PSA Airlines,-15.0
4446,4950,1,150,19.57,30.0,15.0,30.0,150,15.0,False,CLT,American Airlines Inc.,0.0
4452,5147,1,150,11.92,27.59,11.92,27.59,150,15.68,False,BOS,American Airlines Inc.,0.0
4453,4403,2,330,13.83,30.0,13.83,30.0,330,16.17,False,BOS,Delta Air Lines Inc,0.0
4474,4584,1,150,10.3,29.53,10.3,17.63,150,7.32,False,ORD,Southwest Airlines Co.,-11.900000000000002
4475,4584,1,150,12.29,29.53,12.29,17.63,150,5.34,False,ORD,Southwest Airlines Co.,-11.900000000000002
4476,5073,1,150,21.48,30.0,15.0,30.0,150,15.0,False,ORD,American Airlines Inc.,0.0
4494,4568,1,150,29.35,27.94,29.35,15.65,150,-13.7,False,MDW,Southwest Airlines Co.,-12.290000000000001
4497,4889,1,150,29.37,20.93,29.37,15.0,150,-14.37,False,DEN,Skywest Airlines Inc.,-5.93
4498,4889,1,150,30.0,20.93,30.0,15.0,150,-15.0,False,DEN,Skywest Airlines Inc.,-5.93
4512,4938,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,FLL,American Airlines Inc.,-15.0
4517,5206,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-15.0
4523,3746,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DEN,United Air Lines Inc.,-15.0
4524,3746,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DEN,United Air Lines Inc.,-15.0
4528,4535,2,330,13.8,30.0,13.8,15.0,330,1.2,False,DAL,Southwest Airlines Co.,-15.0
4530,4535,1,150,20.54,30.0,20.54,15.0,150,-5.54,False,DAL,Southwest Airlines Co.,-15.0
4531,4544,1,150,18.79,30.0,18.58,26.42,150,7.85,False,MDW,Southwest Airlines Co.,-3.5799999999999983
4533,4535,2,330,12.11,30.0,12.11,15.0,330,2.89,False,DAL,Southwest Airlines Co.,-15.0
4534,4535,2,330,11.75,30.0,11.75,15.0,330,3.25,False,DAL,Southwest Airlines Co.,-15.0
4536,4544,1,150,18.58,30.0,18.58,26.42,150,7.85,False,MDW,Southwest Airlines Co.,-3.5799999999999983
4537,4535,2,330,15.36,30.0,15.36,15.0,330,-0.36,False,DAL,Southwest Airlines Co.,-15.0
4539,4535,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DAL,Southwest Airlines Co.,-15.0
4541,4535,1,150,28.12,30.0,28.12,15.0,150,-13.12,False,DAL,Southwest Airlines Co.,-15.0
4542,4535,2,330,11.66,30.0,11.66,15.0,330,3.34,False,DAL,Southwest Airlines Co.,-15.0
4543,4544,1,150,11.66,30.0,11.66,26.42,150,14.77,False,MDW,Southwest Airlines Co.,-3.5799999999999983
4561,4710,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,AUS,Alaska Airlines Inc.,-15.0
4563,4569,1,150,12.81,27.94,12.81,27.94,150,15.13,False,MDW,Southwest Airlines Co.,0.0
4565,3944,1,150,28.57,30.0,28.57,15.0,150,-13.57,False,IAH,United Air Lines Inc.,-15.0
4579,5124,1,150,23.55,30.0,23.55,15.0,150,-8.55,False,MIA,American Airlines Inc.,-15.0
4581,5124,1,150,22.4,30.0,22.4,15.0,150,-7.4,False,MIA,American Airlines Inc.,-15.0
4583,4535,1,150,21.73,30.0,21.73,15.0,150,-6.73,False,DAL,Southwest Airlines Co.,-15.0
4586,4535,2,330,15.21,30.0,15.21,15.0,330,-0.21,False,DAL,Southwest Airlines Co.,-15.0
4587,4535,2,330,15.21,30.0,15.21,15.0,330,-0.21,False,DAL,Southwest Airlines Co.,-15.0
4588,3859,1,150,23.69,30.0,23.69,15.0,150,-8.69,False,ORD,United Air Lines Inc.,-15.0
4589,4584,1,150,12.37,29.53,12.37,17.63,150,5.25,False,ORD,Southwest Airlines Co.,-11.900000000000002
4590,4535,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DAL,Southwest Airlines Co.,-15.0
4593,4939,1,150,22.21,30.0,21.64,23.36,150,1.72,False,FLL,American Airlines Inc.,-6.640000000000001
4601,4999,1,150,16.86,27.4,16.86,27.4,150,10.53,False,STL,American Airlines Inc.,0.0
4606,4710,1,150,20.3,30.0,20.3,15.0,150,-5.3,False,AUS,Alaska Airlines Inc.,-15.0
4611,4710,1,150,27.11,30.0,27.11,15.0,150,-12.11,False,AUS,Alaska Airlines Inc.,-15.0
4621,5034,1,150,17.45,29.13,15.87,29.13,150,13.26,False,BOS,American Airlines Inc.,0.0
4625,5071,1,150,23.31,28.15,16.85,28.15,150,11.31,False,DCA,American Airlines Inc.,0.0
4628,4889,1,150,24.13,20.93,24.13,15.0,150,-9.13,False,DEN,Skywest Airlines Inc.,-5.93
4629,4889,1,150,21.3,20.93,21.3,15.0,150,-6.3,False,DEN,Skywest Airlines Inc.,-5.93
4632,4889,1,150,25.11,20.93,25.11,15.0,150,-10.11,False,DEN,Skywest Airlines Inc.,-5.93
4634,4889,1,150,26.21,20.93,26.21,15.0,150,-11.21,False,DEN,Skywest Airlines Inc.,-5.93
4635,4889,1,150,22.41,20.93,22.41,15.0,150,-7.41,False,DEN,Skywest Airlines Inc.,-5.93
4636,4889,1,150,22.43,20.93,22.43,15.0,150,-7.43,False,DEN,Skywest Airlines Inc.,-5.93
4638,4889,1,150,25.29,20.93,25.29,15.0,150,-10.29,False,DEN,Skywest Airlines Inc.,-5.93
4648,4938,1,150,21.62,30.0,21.62,15.0,150,-6.62,False,FLL,American Airlines Inc.,-15.0
4651,4938,1,150,21.61,30.0,21.61,15.0,150,-6.61,False,FLL,American Airlines Inc.,-15.0
4652,4938,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,FLL,American Airlines Inc.,-15.0
4655,5103,1,150,16.12,28.12,16.12,28.12,150,12.01,False,ORD,American Airlines Inc.,0.0
4661,4662,1,150,15.8,21.69,15.8,21.69,150,5.9,False,LAX,Southwest Airlines Co.,0.0
4674,3944,2,330,18.97,30.0,18.97,15.0,330,-3.97,False,IAH,United Air Lines Inc.,-15.0
4692,5124,2,330,20.07,30.0,20.07,15.0,330,-5.07,False,MIA,American Airlines Inc.,-15.0
4694,4756,2,330,20.07,30.0,15.0,30.0,330,15.0,False,FLL,JetBlue Airways,0.0
4698,4227,1,150,19.71,18.86,19.71,18.86,150,-0.86,False,DEN,Skywest Airlines Inc.,0.0
4701,4938,2,330,20.93,30.0,20.93,15.0,330,-5.93,False,FLL,American Airlines Inc.,-15.0
4708,4707,1,150,30.0,25.42,30.0,15.0,150,-15.0,False,SEA,Alaska Airlines Inc.,-10.420000000000002
4709,4080,1,150,21.03,25.95,19.05,25.95,150,6.89,False,MCO,Southwest Airlines Co.,0.0
4711,4358,1,150,19.87,29.5,19.87,25.13,150,5.27,False,BOS,Delta Air Lines Inc,-4.370000000000001
4715,4176,1,150,30.0,26.01,30.0,15.0,150,-15.0,False,DTW,Skywest Airlines Inc.,-11.010000000000002
4719,4444,1,150,30.0,30.0,29.04,15.96,150,-13.09,False,JFK,Republic Airways,-14.04
4722,4671,1,150,24.82,27.23,24.82,20.18,150,-4.64,False,BUR,Alaska Airlines Inc.,-7.050000000000001
4723,4724,1,150,30.0,30.0,15.0,30.0,150,15.0,False,JFK,JetBlue Airways,0.0
4758,4763,1,150,26.99,30.0,26.99,18.01,150,-8.99,False,JFK,JetBlue Airways,-11.989999999999998
4764,4454,1,150,30.0,29.47,30.0,15.0,150,-15.0,False,LGA,Republic Airways,-14.469999999999999
4773,4778,1,150,23.9,30.0,23.9,18.64,150,-5.26,False,PBI,JetBlue Airways,-11.36
4776,4778,1,150,25.34,30.0,25.34,18.64,150,-6.7,False,PBI,JetBlue Airways,-11.36
4779,4783,2,330,26.05,30.0,15.0,30.0,330,15.0,False,MCO,JetBlue Airways,0.0
4780,4778,1,150,26.36,30.0,26.36,18.64,150,-7.72,False,PBI,JetBlue Airways,-11.36
4785,4778,1,150,28.03,30.0,26.36,18.64,150,-7.72,False,PBI,JetBlue Airways,-11.36
4791,3846,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,EWR,United Air Lines Inc.,-15.0
4793,3846,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,EWR,United Air Lines Inc.,-15.0
4799,5004,1,150,29.78,30.0,29.78,15.22,150,-14.56,False,JFK,American Airlines Inc.,-14.78
4803,3746,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DEN,United Air Lines Inc.,-15.0
4805,5008,2,330,28.55,30.0,28.16,16.84,330,-11.31,False,DFW,American Airlines Inc.,-13.16
4815,4664,1,150,30.0,29.98,25.88,19.12,150,-6.76,False,MCO,Southwest Airlines Co.,-10.86
4817,5006,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MIA,American Airlines Inc.,-15.0
4820,5006,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MIA,American Airlines Inc.,-15.0
4829,3944,1,150,20.12,30.0,20.12,15.0,150,-5.12,False,IAH,United Air Lines Inc.,-15.0
4830,3746,1,150,22.64,30.0,22.64,15.0,150,-7.64,False,DEN,United Air Lines Inc.,-15.0
4835,4892,1,150,12.09,24.53,12.09,24.53,150,12.44,False,OKC,Skywest Airlines Inc.,0.0
4839,5206,1,150,20.52,30.0,20.52,15.0,150,-5.52,False,DFW,American Eagle Airlines Inc.,-15.0
4840,5206,1,150,23.49,30.0,23.49,15.0,150,-8.49,False,DFW,American Eagle Airlines Inc.,-15.0
4841,3856,1,150,19.52,30.0,19.52,25.48,150,5.96,False,DFW,United Air Lines Inc.,-4.52
